"employee_id","schoolName","fieldOfStudy","degreeName"
"t_10689","Zilverline","Scrum agile projectmanagement",NA
"t_10689","Twice Interaction","Project Management",NA
"t_10690","University of Groningen","Computer Science","Bachelor of Engineering - BE"
"t_10690","Holland International Study Centre",NA,"Foundation degree"
"t_10691","Rijksuniversiteit Groningen / University of Groningen","Artificial Intelligence","MSc"
"t_10691","Rijksuniversiteit Groningen / University of Groningen","Artificial Intelligence","BSc"
"t_10691","OSG Erasmus, Almelo","General pre-university education. Major profile: Nature and Science","Gymnasium"
"t_10692","Rijksuniversiteit Groningen","Language and Communication Technologies","Master of Arts - MA"
"t_10692","University of Malta","Language and Communication Technologies","Master of Science - MS"
"t_10692","Università Cattolica del Sacro Cuore","Linguistics","Bachelor of Arts - BA"
"t_10693","Rijksuniversiteit Groningen","Econometrics, Operations Research & Actuarial Sciences","Master of Science - MSc"
"t_10693","Rijksuniversiteit Groningen","Econometrics & Operations Research","Bachelor's degree"
"t_10693","Gymnasium Celeanum","Economics & Society with Physics","Gymnasium"
"t_10694","Technische Universiteit Delft","Computer Science","Master's degree"
"t_10694","University Polytechnica of Bucharest","Computer Science - Artificial Intelligence  and Computer Graphics Track","Bachelor of Science (B.Sc.)"
"t_10694","University of Groningen","Computer Science","Bachelor Thesis Project"
"t_10695","Universitat Politècnica de Catalunya","Computer Software Engineering","Bachelor's degree, Computer Science"
"t_10695","Rijksuniversiteit Groningen","Artificial Intelligence/Computer Science","Bachelor's degree"
"t_10696","University of Groningen","Business/Managerial Economics",NA
"t_10696","Univerzita Komenského v Bratislave","Business, Management, Marketing, and Related Support Services","Master's degree"
"t_10697","University of Groningen","Voice Technology ","Master of Science - MS"
"t_10697","Keio University","Economics","Bachelor of Arts - BA"
"t_10697","Aalto University","Business Management","Exchange Program"
"t_10698","Rijksuniversiteit Groningen","Master's Honours Programme",NA
"t_10698","Rijksuniversiteit Groningen / University of Groningen","Human Movement Sciences",NA
"t_10698","Rijksuniversiteit Groningen / University of Groningen","Sport Sciences","Master of Science (M.Sc.)"
"t_10699","University of Groningen","Artificial Intelligence","Bachelor's degree"
"t_10699","International Baccalaureate",NA,"Diploma Programme (DP)"
"t_10700","The University of Edinburgh","Speech","Speech and Language Processing MSc"
"t_10700","University of Groningen","Musicology and Ethnomusicology","Bachelor of Arts - BA"
"t_10701","Eindhoven University of Technology","Computer Science","Master's degree"
"t_10701","University of Groningen","Computer Science","Bachelor’s Degree"
"t_10701","UniC Utrecht",NA,"High School"
"t_10702","Rijksuniversiteit Groningen","Econometrics","MA, Cum Laude"
"t_10702","EFFAS - European Federation of Financial Analysts Societies","CEFA diploma, 2004","Certified European Financial Analyst"
"t_10703","Freie Universität Berlin","Physics","Master's degree"
"t_10703","University of Groningen","Physics","Bachelor's degree"
"t_10704","University of Groningen","Artificial Intelligence","Master of Science (MSc)"
"t_10704","Università di Bologna","Mechatronics, Robotics, and Automation Engineering","Bachelor's degree"
"t_10704","Melba Copland Secondary School",NA,NA
"t_10705","Rome Business School","Fashion and Design Management","Master's degree"
"t_10705","Rīgas Ekonomikas augstskola - Stockholm School of Economics in Riga","Economics and Business","Bachelor of Social Sciences in Economics"
"t_10705","University of Groningen","Economics","Exchange semester"
"t_10706","University of Groningen","Artificial Intelligence","MSc"
"t_10706","National Institute of Technology Karnataka","Information Technology","BTech"
"t_10707","University of Groningen","Industrial and Organisational Psychology","Master of Social Sciences (MSc.)"
"t_10707","University of Groningen","Psychology","Bachelor of Science (BSc)"
"t_10707","Het Baarnsch Lyceum","High School","Voorbereidend Wetenschappelijk Onderwijs"
"t_10708","Universidade Estadual de Campinas","Chemical Engineering","Bachelor's degree"
"t_10708","University of Groningen","Chemical Engineering","Exchange Programme (Science Without Borders): 1 year"
"t_10709","Technische Universiteit Delft","Computer Science: Artificial Intelligence","Master of Science - MS"
"t_10709","University of Groningen","Artificial Intelligence","Bachelor of Science - BS"
"t_10709","Birkerød Gymnasium, HF, IB & Kostskole",NA,"International Baccalureate Diploma Programme"
"t_10710","The University of Chicago","Social Sciences","M.A."
"t_10710","Rijksuniversiteit Groningen","Sociology, Research Master","Master of Science (MS)"
"t_10710","Jacobs University Bremen","Integrated Social Sciences","B.A."
"t_10711","University of Groningen","Human-Machine Communication","Master's degree"
"t_10711","University of Groningen","Artificial Intelligence","Bachelor's degree"
"t_10711","Lyceum de Grundel","Natuur & Techniek","VWO"
"t_10712","University of Groningen","Mathematics","Bachelor's degree"
"t_10712","University of Groningen","Philosophy","Bachelor's degree"
"t_10712","University of Groningen","Theoretical and Mathematical Physics","Bachelor's degree"
"t_10713","Technische Universiteit Delft","Computer Science & Engineering","Bachelor of Science - BS"
"t_10713","Colegiul National ""Ion C. Bratianu""","Matematică și informatică","Highschool Diploma"
"t_10713","Cisco Networking Academy","Computer Programming, Specific Applications","Programming Essentials in Python"
"t_10714","Maastricht","Artificial Intelligence","Master of Science - MS"
"t_10714","University of Groningen","Applied Mathematics","Bachelor of Science - BS"
"t_10715","TU Delft | Mechanical Engineering","High-Tech Engineering","Master of Science - MS"
"t_10715","Nanyang Technological University","Courses: Management and Non-conventional manufacturing processes","Exchange Semester"
"t_10715","Rijksuniversiteit Groningen","Industrial Engineering and Management (Technische Bedrijfskunde)","Bachelor of Science - BS"
"t_10716","University of Groningen","Public International Law","LL.M"
"t_10716","Mekelle University","Law","LL.B"
"t_10717","University of Groningen","Supply Chain Management","Master of Science (MSc)"
"t_10717","University of Erlangen-Nuremberg","International Business","Bachelor of Arts (B.A.)"
"t_10717","Minnesota State University, Mankato","International Business","Exchange Program"
"t_10718","University of Amsterdam","Natural language processing, machine translation","Doctor of Philosophy - PhD"
"t_10718","Charles University in Prague","Erasmus Mundus Language and Communication Technologies (LCT)","Master of Science (MSc)"
"t_10718","University of Groningen","Erasmus Mundus Language and Communication Technologies (LCT)","Master of Arts (MA)"
"t_10719","University of Groningen","Artificial Intelligence","Master's degree"
"t_10720","IT-Universitetet i København","Computer Science","Doctor of Philosophy - PhD"
"t_10720","Ludwig-Maximilians-Universität München","Computer Science","Doctor of Philosophy - PhD"
"t_10720","University of Groningen","Communication- and Information Sciences","Master's degree"
"t_10721","Rijksuniversiteit Groningen","Econometrics, Operations Research and Actuarial Studies","Master's degree"
"t_10721","Rijksuniversiteit Groningen","Econometrics and Operations Research","Bachelor's degree"
"t_10721","Aletta Jacobscollege","VWO",NA
"t_10722","RSM Erasmus University","Strategic Management","Msc."
"t_10722","Universität Mannheim","BWL","Exchange student"
"t_10722","Rijksuniversiteit Groningen","International Business and Management","Bsc."
"t_10723","Università degli Studi di Roma Tre","Information Technology","Master's degree"
"t_10723","Rijksuniversiteit Groningen","Erasmus",NA
"t_10723","Università degli Studi di Roma Tre","Telecommunications Engineering","Bachelor's degree"
"t_10724","Rijksuniversiteit Groningen","Biomedical/Medical Engineering","博士"
"t_10724","Northeastern University (CN)","Biomedical Engineering","Master of Science - MS"
"t_10724","Northeastern University (CN)","Biomedical Engineering","Bachelor of Engineering - BE"
"t_10725","Universidade de Coimbra","Engineering Physics","Bachelor and Master's Degrees"
"t_10725","Rijksuniversiteit Groningen",NA,"Erasmus+ Programme"
"t_10726","University of the Aegean","Education Sciences – Education with the use of new technologies","Master's degree"
"t_10726","University of Groningen","Artificial Intelligence","Doctor of Philosophy (PhD)"
"t_10726","Ethnikon kai Kapodistriakon Panepistimion Athinon","Cognitive Science","Master of Science (M.Sc.)"
"t_10727","University of Groningen","Environmental Psychology","Master's degree"
"t_10727","University of Cape Town","Organisational Psychology","Honour's degree"
"t_10727","University of Cape Town","Organisational Psychology and Neuropsychology","Bachelor's degree"
"t_10728","University of Groningen","Econometrics and Operations Research","BSc"
"t_10728","University of Groningen","Computing Science","BSc"
"t_10728","Maartenscollege","Atheneum (NT & NG)","vwo"
"t_10729","University of Groningen","Artificial Intelligence","Msc."
"t_10729","University of Groningen","Physics","propedeuse"
"t_10729","Noordelijke Hogeschool Leeuwarden","Teacher: Physics, Mathematics","Bsc"
"t_10730","WHU – Otto Beisheim School of Management","Finance","Master of Science - MS"
"t_10730","HEC Lausanne - The Faculty of Business and Economics of the University of Lausanne","Finance, General","Exchange Program"
"t_10730","University of Liverpool","Economics","Bachelor of Science - BS"
"t_10731","University of Groningen",NA,"BA Philosophy of AI and Cognition"
"t_10731","University of Groningen","Linguistics","BA European Languages and Cultures"
"t_10731","University of Groningen",NA,"Honours Programme in Philosophy"
"t_10732","University of Groningen","Computer Science","Bachelor of Science - BS"
"t_10732","Theoretical High School Jean Monnet","Engineering","Mathematics & Informatics"
"t_10733","Sciences Po","urn:li:fs_fieldOfStudy:100999","Master Public International Management, Cum Laude"
"t_10733","Shanghai Jiao Tong University",NA,"New Chinese Course"
"t_10733","University of Groningen","International and European Law","Bachelor of Laws (LLB)"
"t_10734","University of Amsterdam","Artificial Intelligence","Master of Science - MSc"
"t_10734","University of Groningen","Artificial Intelligence","Bachelor of Science - BSc (Hons.)"
"t_10734","University of Groningen","Multi/Interdisciplinary Studies","BA Honours"
"t_10735","Heidelberg University","Computational Linguistics","PhD"
"t_10735","Universität des Saarlandes","Erasmus Mundus Language and Communication Technologies","Master of Science (MSc)"
"t_10735","University of Groningen","Erasmus Mundus Language and Communication Technologies","Master of Arts (MA)"
"t_10736","Universität Hildesheim","Applied Informatics - Intelligente Informationssysteme - Künstliche Intelligenz","Master of Science - MS"
"t_10736","Rijksuniversiteit Groningen","Marketing","Master"
"t_10736","Hanzehogeschool Groningen","International Business and Management","Bachelor's degree"
"t_10737","University of Groningen","Smart Systems in Control and Automation","Master of Science (MSc) Industrial Engineering and Management"
"t_10737","University of Groningen","Production Technology Logistics","Bachelor of Science (BSc) Industrial Engineering and Management"
"t_10737","Revius Lyceum Doorn","Nature and Technology","VWO"
"t_10738","Rijksuniversiteit Groningen","Chemistry","Master of Science"
"t_10739","Rijksuniversiteit Groningen","Information Science","MSc"
"t_10739","Hanzehogeschool Groningen","HBO-ICT - Business IT & Management","BSc"
"t_10740","University of Groningen","International Business","Bachelor of Science - BSc"
"t_10740","University of Indonesia","Business Administration and Management, General","Bachelor's degree"
"t_10740","Kolese Gonzaga","urn:li:fs_fieldOfStudy:100981","High School Diploma"
"t_10741","University of Melbourne","Computer Science/Language Technologies","MSc"
"t_10741","EM Master Program in Language and Communication Technologies","Natural Language Processing","MA/Sc"
"t_10741","University of Groningen","EM program in Language and Communication Technologies","Master of Arts"
"t_10742","Vrije Universiteit Amsterdam","Clinical Neuropsychology","Master of Science (MSc)"
"t_10742","Vrije Universiteit Amsterdam","Artificial Intelligence","Master of Science (MSc)"
"t_10742","University of Groningen","Psychologie","Bachelor of Science (BSc)"
"t_10743","Delft University of Technology","Computer Science and Engineering","Bachelor's degree"
"t_10743","University of Groningen","Neuroscience","Bachelor Minor"
"t_10743","Tudor Vianu National College of Computer Science","Computer Science","High School"
"t_10744","University of Groningen","Technology and Operation Management","Master of Science - MS"
"t_10744","The Australian National University","Information system, Accounting","Bachelor of Science - BS"
